Year,Jursidiction,Beach ID,Beach Name,County,WaterbodyName,WaterbodyType,IsBeach ActBeach?,Tier,IsHistorical?,BeachLength (MI),IsDormant?,BeachAccess,BeachOwner,# ofdays inSwimSeason (SS),# ofhours inSSDay,SSStartDate,SSEndDate,SSMonitoringFrequency,MonitoringReportingFrequency[to EPA],AdvisoryReportingFrequency[to EPA],# ofActions,EarliestActionDate,LatestActionDate,# ofactions ofLT 1 dayduration,# ofactions of1 to LT 2 daysduration,# ofactions of2 to LT 3 daysduration,# ofactions of3 to LT 8 daysduration,# ofactions of8 to 30 daysduration,# ofactions ofGT 30 daysduration
2024,ME,ME458104,FORTUNES ROCKS BEACH,YORK,,,Y,2,N,.79,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,1,05-AUG-2024 12:00AM,06-AUG-2024 12:00AM,,1,,,,
2024,ME,ME834829,GIL BOUCHE PARK-BIDDEFORD POOL,YORK,,,Y,2,N,.492,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,1,05-AUG-2024 12:00AM,06-AUG-2024 12:00AM,,1,,,,
2024,ME,ME242175,GOOCHS BEACH,YORK,,,Y,1,N,.61,N,Public,Public,98,24,05-27-2024,09-02-2024,2 per-week,1 per-year,1 per-year,3,25-JUN-2024 12:00AM,22-AUG-2024 12:00AM,,2,,1,,
2024,ME,ME456743,GOOSE ROCKS BEACH - MAIN BEACH,YORK,,,Y,1,N,1.9,N,Public,Private,98,24,05-27-2024,09-02-2024,2 per-week,1 per-year,1 per-year,5,25-JUN-2024 12:00AM,22-AUG-2024 12:00AM,,5,,,,
2024,ME,ME141922,HILLS BEACH,YORK,,,Y,2,N,1.19,N,Public,Private,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,2,05-AUG-2024 12:00AM,07-AUG-2024 12:00AM,1,1,,,,
2024,ME,ME758563,LAUDHOLM BEACH,YORK,,,Y,1,N,.58,N,Public,Private,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,1,23-AUG-2024 12:00AM,28-AUG-2024 12:00AM,,,,1,,
2024,ME,ME394456,LITTLE BEACH,YORK,,,Y,1,N,.05,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,6,29-MAY-2024 12:00AM,22-AUG-2024 12:00AM,,3,2,1,,
2024,ME,ME673256,LONG SANDS BEACH - SOUTH,YORK,,,Y,1,N,.6,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,1,03-JUL-2024 12:00AM,10-JUL-2024 12:00AM,,,,1,,
2024,ME,ME947608,MAIN (OGUNQUIT),YORK,,,Y,1,N,.72,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,5,29-MAY-2024 12:00AM,22-AUG-2024 12:00AM,,4,1,,,
2024,ME,ME715925,MIDDLE BEACH (BIDDEFORD),YORK,,,Y,2,N,1.27,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,1,05-AUG-2024 12:00AM,06-AUG-2024 12:00AM,,1,,,,
2024,ME,ME339331,MOODY (OGUNQUIT),YORK,,,Y,1,N,.23,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,2,09-AUG-2024 12:00AM,22-AUG-2024 12:00AM,,1,1,,,
2024,ME,ME548712,MOTHERS BEACH,YORK,,,Y,1,N,.1,N,Public,Public,98,24,05-27-2024,09-02-2024,2 per-week,1 per-year,1 per-year,3,06-AUG-2024 12:00AM,22-AUG-2024 12:00AM,,3,,,,
2024,ME,ME713616,OOB - OCEAN PARK,YORK,,,Y,1,N,.76,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,2,31-MAY-2024 12:00AM,31-JUL-2024 12:00AM,1,,,1,,
2024,ME,ME794778,RIVERSIDE (OGUNQUIT),YORK,,,Y,1,N,.15,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,7,29-MAY-2024 12:00AM,22-AUG-2024 12:00AM,,6,1,,,
2024,ME,ME946741,SEA POINT BEACH,YORK,,,Y,1,N,.27,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,1,09-AUG-2024 12:00AM,10-AUG-2024 12:00AM,,1,,,,
2024,ME,ME844549,WELLS HARBOR,YORK,,,Y,1,N,.25,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-year,1 per-year,1,21-AUG-2024 12:00AM,28-AUG-2024 12:00AM,,,,1,,
2024,MI,MI001148,Oval Beach,ALLEGAN,Lake Michigan,Still Water,Y,2,N,.273,N,Public,Public,97,24,05-27-2024,09-01-2024,1 per-week,1 per-week,1 per-year,1,17-JUN-2024 12:00AM,21-JUN-2024 12:00AM,,,,1,,
2024,MI,MI001150,Pier Cove Beach,ALLEGAN,Lake Michigan,Still Water,Y,2,N,.021,N,Public,Public,97,24,05-27-2024,09-01-2024,1 per-week,1 per-week,1 per-year,2,06-JUN-2024 12:00AM,28-JUN-2024 12:00AM,,2,,,,
2024,MI,MI000283,Starlite Beach,ALPENA,Lake Huron,Still Water,Y,1,N,.28,N,Public,Public,92,24,06-01-2024,09-01-2024,1 per-week,1 per-week,1 per-year,1,17-JUL-2024 12:00AM,18-JUL-2024 12:00AM,,1,,,,
2024,MI,MI001551,Arenac County Park,ARENAC,Lake Huron,Still Water,Y,2,N,.249,N,Public,Public,102,24,05-22-2024,09-01-2024,1 per-week,1 per-week,1 per-year,1,30-MAY-2024 12:00AM,05-JUN-2024 12:00AM,,,,1,,
2024,MI,MI001165,Dyer Road Beach,ARENAC,Lake Huron,Still Water,Y,2,N,.008,N,Public,Public,101,24,05-22-2024,08-31-2024,1 per-week,1 per-week,1 per-year,2,22-MAY-2024 12:00AM,30-MAY-2024 12:00AM,,1,,1,,
2024,MI,MI001160,Hammel Beach Road Access,ARENAC,Lake Huron,Still Water,Y,2,N,.012,N,Public,Public,101,24,05-22-2024,08-31-2024,1 per-week,1 per-week,1 per-year,1,30-MAY-2024 12:00AM,05-JUN-2024 12:00AM,,,,1,,
2024,MI,MI001162,Singing Bridge Beach,ARENAC,Lake Huron,Still Water,Y,1,N,.034,N,Public,Public,101,24,05-22-2024,08-31-2024,1 per-week,1 per-week,1 per-year,2,30-MAY-2024 12:00AM,14-AUG-2024 12:00AM,,,,1,,1
2024,MI,MI001163,Twining Road Beach,ARENAC,Lake Huron,Still Water,Y,1,N,.008,N,Public,Public,101,24,05-22-2024,08-31-2024,1 per-week,1 per-week,1 per-year,1,30-MAY-2024 12:00AM,05-JUN-2024 12:00AM,,,,1,,
2024,MI,MI001164,Whites Beach,ARENAC,Lake Huron,Still Water,Y,1,N,.011,N,Public,Public,102,24,05-22-2024,09-01-2024,1 per-week,1 per-week,1 per-year,1,30-MAY-2024 12:00AM,05-JUN-2024 12:00AM,,,,1,,
2024,MI,MI001502,L'Anse Waterfront Park,BARAGA,Lake Superior,Still Water,Y,3,N,.093,N,Public,Public,70,24,06-24-2024,09-02-2024,1 per-week,1 per-week,1 per-year,3,26-JUN-2024 12:00AM,29-AUG-2024 12:00AM,,2,1,,,
2024,MI,MI000290,Bay City State Recreation Area,BAY,Lake Huron,Still Water,Y,2,N,1.745,N,Public,Public,92,24,05-28-2024,08-28-2024,2 per-week,1 per-week,1 per-year,7,29-MAY-2024 12:00AM,09-AUG-2024 12:00AM,,5,2,,,
2024,MI,MI000360,Brissette Beach Township Park,BAY,Lake Huron,Still Water,Y,2,N,2.999,N,Public,Public,84,24,05-29-2024,08-21-2024,2 per-week,1 per-week,1 per-year,3,29-MAY-2024 12:00AM,11-JUN-2024 12:00AM,,3,,,,
2024,MI,MI000361,South Linwood Beach Township Park,BAY,Lake Huron,Still Water,Y,2,N,2,N,Public,Public,84,24,05-29-2024,08-21-2024,2 per-week,1 per-week,1 per-year,4,29-MAY-2024 12:00AM,11-JUL-2024 12:00AM,,4,,,,
2024,MI,MI001365,Grand Beach,BERRIEN,Lake Michigan,Still Water,Y,1,N,.217,N,Public,Public,117,24,05-20-2024,09-14-2024,1 per-week,1 per-week,1 per-year,1,15-JUL-2024 12:00AM,18-JUL-2024 12:00AM,,,,1,,
2024,MI,MI001079,Jean Klock Park,BERRIEN,Lake Michigan,Still Water,Y,2,N,.28,N,Public,Public,117,24,05-20-2024,09-14-2024,1 per-week,1 per-week,1 per-year,1,05-AUG-2024 12:00AM,09-AUG-2024 12:00AM,,,,1,,
2024,MI,MI001538,Rocky Gap,BERRIEN,Lake Michigan,Still Water,Y,3,N,.081,N,Public,Public,117,24,05-20-2024,09-14-2024,1 per-week,1 per-week,1 per-year,1,05-AUG-2024 12:00AM,09-AUG-2024 12:00AM,,,,1,,
2024,MI,MI180670,Union Pier - Townline Road,BERRIEN,Lake Michigan,Still Water,Y,2,N,.062,N,Public,Public,117,24,05-20-2024,09-14-2024,1 per-week,1 per-week,1 per-year,1,05-AUG-2024 12:00AM,09-AUG-2024 12:00AM,,,,1,,
2024,MI,MI001368,Warren Dunes Beach,BERRIEN,Lake Michigan,Still Water,Y,2,N,.267,N,Public,Public,117,24,05-20-2024,09-14-2024,1 per-week,1 per-week,1 per-year,2,30-JUL-2024 12:00AM,09-AUG-2024 12:00AM,,1,,1,,
2024,MI,MI000299,Weko Beach,BERRIEN,Lake Michigan,Still Water,Y,3,N,.251,N,Public,Public,117,24,05-20-2024,09-14-2024,1 per-week,1 per-week,1 per-year,1,05-AUG-2024 12:00AM,09-AUG-2024 12:00AM,,,,1,,
2024,MI,MI821289,East Jordan Tourist Park,CHARLEVOIX,Lake Michigan,Still Water,Y,3,N,.081,N,Public,Public,74,24,06-17-2024,08-30-2024,1 per-week,1 per-week,1 per-year,1,01-AUG-2024 12:00AM,02-AUG-2024 12:00AM,,1,,,,
2024,MI,MI001552,Brimley State Park,CHIPPEWA,Lake Superior,Still Water,Y,1,N,.152,N,Public,Public,98,24,06-02-2024,09-08-2024,1 per-week,1 per-week,1 per-year,2,25-JUN-2024 12:00AM,24-JUL-2024 12:00AM,,,,2,,
2024,MI,MI001265,Four Mile Beach,CHIPPEWA,Inland,Still Water,Y,2,N,.014,N,Public,Public,98,24,06-02-2024,09-08-2024,1 per-week,1 per-week,1 per-year,1,24-JUL-2024 12:00AM,21-AUG-2024 12:00AM,,,,,1,
2024,MI,MI001267,Sugar Island Township Park,CHIPPEWA,Inland,Still Water,Y,2,N,.025,N,Public,Public,98,24,06-02-2024,09-08-2024,1 per-week,1 per-week,1 per-year,2,18-JUN-2024 12:00AM,03-JUL-2024 12:00AM,,,,1,1,
2024,MI,MI001293,Mackinaw City Beach #2,EMMET,Lake Michigan,Still Water,Y,3,N,.099,N,Public,Public,74,24,06-17-2024,08-30-2024,1 per-week,1 per-week,1 per-year,1,26-JUN-2024 12:00AM,27-JUN-2024 12:00AM,,1,,,,
2024,MI,MI001529,Magnus Park,EMMET,Lake Michigan,Still Water,Y,3,N,.205,N,Public,Public,74,24,06-17-2024,08-30-2024,1 per-week,1 per-week,1 per-year,1,30-JUL-2024 12:00AM,01-AUG-2024 12:00AM,,,1,,,
2024,MI,MI000365,Wilderness State Park,EMMET,Lake Michigan,Still Water,Y,3,N,.326,N,Public,Public,74,24,06-17-2024,08-30-2024,1 per-week,1 per-week,1 per-year,1,26-JUN-2024 12:00AM,27-JUN-2024 12:00AM,,1,,,,
2024,MI,MI001537,Zorn Park - Harbor Springs,EMMET,Lake Michigan,Still Water,Y,2,N,.087,N,Public,Public,74,24,06-17-2024,08-30-2024,1 per-week,1 per-week,1 per-year,1,19-AUG-2024 12:00AM,20-AUG-2024 12:00AM,,1,,,,
2024,MI,MI001503,Little Girls Point Park,GOGEBIC,Lake Superior,Still Water,Y,3,N,.508,N,Public,Public,70,24,06-24-2024,09-02-2024,1 per-week,1 per-week,1 per-year,3,23-JUL-2024 12:00AM,08-AUG-2024 12:00AM,,2,1,,,
2024,MI,MI000439,Bryant Park Beach,GRAND TRAVERSE,Lake Michigan,Still Water,Y,2,N,.081,N,Public,Public,100,24,05-27-2024,09-04-2024,1 per-week,1 per-week,1 per-year,1,11-JUL-2024 12:00AM,12-JUL-2024 12:00AM,,1,,,,
2024,MI,MI000433,Clinch Park,GRAND TRAVERSE,Lake Michigan,Still Water,Y,2,N,.416,N,Public,Public,100,24,05-27-2024,09-04-2024,1 per-week,1 per-week,1 per-year,1,25-JUL-2024 12:00AM,26-JUL-2024 12:00AM,,1,,,,
2024,MI,MI000436,East Bay Park (Milliken Park),GRAND TRAVERSE,Lake Michigan,Still Water,Y,2,N,.249,N,Public,Public,100,24,05-27-2024,09-04-2024,1 per-week,1 per-week,1 per-year,3,27-JUN-2024 12:00AM,26-JUL-2024 12:00AM,,3,,,,
2024,MI,MI001813,Sayler Park,GRAND TRAVERSE,Lake Michigan,Still Water,Y,2,N,.137,N,Public,Public,100,24,05-27-2024,09-04-2024,1 per-week,1 per-week,1 per-year,1,11-JUL-2024 12:00AM,12-JUL-2024 12:00AM,,1,,,,
2024,MI,MI001095,Senior Center,GRAND TRAVERSE,Lake Michigan,Still Water,Y,3,N,.255,N,Public,Public,100,24,05-27-2024,09-04-2024,1 per-week,1 per-week,1 per-year,2,11-JUL-2024 12:00AM,26-JUL-2024 12:00AM,,2,,,,
2024,MI,MI001786,Sunset Park,GRAND TRAVERSE,Lake Michigan,Still Water,Y,3,N,.357,N,Public,Public,100,24,05-27-2024,09-04-2024,1 per-week,1 per-week,1 per-year,2,11-JUL-2024 12:00AM,26-JUL-2024 12:00AM,,2,,,,
2024,MI,MI000309,Traverse City State Park,GRAND TRAVERSE,Lake Michigan,Still Water,Y,2,N,.394,N,Public,Public,100,24,05-27-2024,09-04-2024,1 per-week,1 per-week,1 per-year,1,25-JUL-2024 12:00AM,26-JUL-2024 12:00AM,,1,,,,
2024,MI,MI107713,Volleyball Court Beach,GRAND TRAVERSE,Lake Michigan,Still Water,Y,3,N,.249,N,Public,Public,100,24,05-27-2024,09-04-2024,1 per-week,1 per-week,1 per-year,2,11-JUL-2024 12:00AM,26-JUL-2024 12:00AM,,2,,,,
2024,MI,MI000441,West End Beach,GRAND TRAVERSE,Lake Michigan,Still Water,Y,2,Y,.416,N,Public,Public,100,24,05-27-2024,09-04-2024,1 per-week,1 per-week,1 per-year,2,11-JUL-2024 12:00AM,26-JUL-2024 12:00AM,,2,,,,
2024,MI,MI000456,Harbor Beach City Park,HURON,Lake Huron,Still Water,Y,2,N,.2,N,Public,Public,85,24,06-03-2024,08-27-2024,1 per-week,1 per-week,1 per-year,2,11-JUN-2024 12:00AM,09-AUG-2024 12:00AM,,1,,1,,
2024,MI,MI000465,Wagener County Park,HURON,Lake Huron,Still Water,Y,3,N,.13,N,Public,Public,85,24,06-03-2024,08-27-2024,1 per-week,1 per-week,1 per-year,3,11-JUN-2024 12:00AM,14-AUG-2024 12:00AM,,2,,1,,
2024,MI,MI000327,East Tawas City Park,IOSCO,Lake Huron,Still Water,Y,1,N,.311,N,Public,Public,152,24,05-01-2024,09-30-2024,1 per-week,1 per-week,1 per-year,1,17-JUL-2024 12:00AM,18-JUL-2024 12:00AM,,1,,,,
2024,MI,MI460993,Gateway Park Beach,IOSCO,Lake Huron,Still Water,Y,1,N,.32,N,Public,Public,152,24,05-01-2024,09-30-2024,1 per-week,1 per-week,1 per-year,2,10-JUL-2024 12:00AM,25-JUL-2024 12:00AM,,1,1,,,
2024,MI,MI000428,Tawas City Park,IOSCO,Lake Huron,Still Water,Y,1,N,.222,N,Public,Public,152,24,05-01-2024,09-30-2024,1 per-week,1 per-week,1 per-year,1,24-JUL-2024 12:00AM,25-JUL-2024 12:00AM,,1,,,,
2024,MI,MI001810,Suttons Bay Marina Park & Beach,LEELANAU,Lake Michigan,Still Water,Y,2,N,.062,N,Public,Public,100,24,05-27-2024,09-04-2024,1 per-week,1 per-week,1 per-year,2,20-JUN-2024 12:00AM,26-JUL-2024 12:00AM,,2,,,,
2024,MI,MI000545,H.C.M.A. - Lake St. Clair Metropark Beach,MACOMB,Inland,Still Water,Y,1,N,.171,N,Public,Public,148,24,05-01-2024,09-26-2024,2 per-week,1 per-week,1 per-year,2,23-MAY-2024 12:00AM,09-AUG-2024 12:00AM,,2,,,,
2024,MI,MI000579,St. Clair Shores Memorial Park Beach,MACOMB,Inland,Still Water,Y,1,N,.05,N,Public,Public,148,24,05-01-2024,09-26-2024,2 per-week,1 per-week,1 per-year,13,05-JUN-2024 12:00AM,01-OCT-2024 12:00AM,,1,3,6,3,
2024,MI,MI000560,Walter and Mary Burke Park Beach,MACOMB,Inland,Still Water,Y,1,N,.011,N,Public,Public,148,24,05-01-2024,09-26-2024,2 per-week,1 per-week,1 per-year,3,23-MAY-2024 12:00AM,01-OCT-2024 12:00AM,,2,,1,,
2024,MI,MI001560,Bar Lake Outlet,MANISTEE,Lake Michigan,Still Water,Y,2,N,.062,N,Public,Public,152,24,06-01-2024,10-31-2024,1 per-week,1 per-week,1 per-year,1,26-JUN-2024 12:00AM,27-JUN-2024 12:00AM,,1,,,,
2024,MI,MI000367,First Street Beach,MANISTEE,Lake Michigan,Still Water,Y,2,N,.186,N,Public,Public,152,24,06-01-2024,10-31-2024,1 per-week,1 per-week,1 per-year,1,26-JUN-2024 12:00AM,27-JUN-2024 12:00AM,,1,,,,
2024,MI,MI001561,Sundling Park,MANISTEE,Lake Michigan,Still Water,Y,2,N,.031,N,Public,Public,152,24,06-01-2024,10-31-2024,1 per-week,1 per-week,1 per-year,1,26-JUN-2024 12:00AM,27-JUN-2024 12:00AM,,1,,,,
2024,MI,MI000374,Henes Park,MENOMINEE,Lake Michigan,Still Water,Y,3,N,.311,N,Public,Public,112,24,05-20-2024,09-09-2024,1 per-week,1 per-week,1 per-year,2,30-MAY-2024 12:00AM,11-JUL-2024 12:00AM,,1,,1,,
2024,MI,MI001272,Memorial Beach,MENOMINEE,Lake Michigan,Still Water,Y,3,N,.146,N,Public,Public,112,24,05-20-2024,09-09-2024,1 per-week,1 per-week,1 per-year,3,10-JUL-2024 12:00AM,20-AUG-2024 12:00AM,,1,1,1,,
2024,MI,MI000379,Sterling State Park,MONROE,Lake Erie,Still Water,Y,2,N,.295,N,Public,Public,101,24,05-24-2024,09-02-2024,1 per-week,1 per-week,1 per-year,1,21-AUG-2024 12:00AM,22-AUG-2024 12:00AM,,1,,,,
2024,MI,MI001545,Lake Harbor Park,MUSKEGON,Lake Michigan,Still Water,Y,3,N,.9,N,Public,Public,102,24,05-27-2024,09-06-2024,1 per-week,1 per-week,1 per-year,1,11-JUL-2024 12:00AM,12-JUL-2024 12:00AM,,1,,,,
2024,MI,MI699956,P.J. Hoffmaster State Park - Campground,MUSKEGON,Lake Michigan,Still Water,Y,3,N,1.238,N,Public,Public,102,24,05-27-2024,09-06-2024,1 per-week,1 per-week,1 per-year,1,26-JUN-2024 12:00AM,27-JUN-2024 12:00AM,,1,,,,
2024,MI,MI000308,P.J. Hoffmaster State Park - Public Beach Area,MUSKEGON,Lake Michigan,Still Water,Y,2,N,.61,N,Public,Public,102,24,05-27-2024,09-06-2024,1 per-week,1 per-week,1 per-year,1,26-JUN-2024 12:00AM,27-JUN-2024 12:00AM,,1,,,,
2024,MI,MI000385,Pere Marquette Park,MUSKEGON,Lake Michigan,Still Water,Y,2,N,.518,N,Public,Public,102,24,05-27-2024,09-06-2024,1 per-week,1 per-week,1 per-year,1,26-JUN-2024 12:00AM,27-JUN-2024 12:00AM,,1,,,,
2024,MI,MI000393,Pioneer County Park,MUSKEGON,Lake Michigan,Still Water,Y,3,N,.311,N,Public,Public,102,24,05-27-2024,09-06-2024,1 per-week,1 per-week,1 per-year,1,25-JUL-2024 12:00AM,26-JUL-2024 12:00AM,,1,,,,
2024,MI,MI000423,Lighthouse Beach at Silver Lake State Park,OCEANA,Lake Michigan,Still Water,Y,2,N,.292,N,Public,Public,152,24,06-01-2024,10-31-2024,1 per-week,1 per-week,1 per-year,2,03-JUL-2024 12:00AM,08-AUG-2024 12:00AM,,2,,,,
2024,MI,MI001307,Forestville Beach,SANILAC,Lake Huron,Still Water,Y,2,N,.028,N,Public,Public,95,24,06-10-2024,09-13-2024,1 per-week,1 per-week,1 per-year,1,23-AUG-2024 12:00AM,24-AUG-2024 12:00AM,,1,,,,
2024,MI,MI001303,Lexington Beach,SANILAC,Lake Huron,Still Water,Y,2,N,.028,N,Public,Public,95,24,06-10-2024,09-13-2024,1 per-week,1 per-week,1 per-year,1,17-JUL-2024 12:00AM,18-JUL-2024 12:00AM,,1,,,,
2024,MI,MI001302,Lexington County Park,SANILAC,Lake Huron,Still Water,Y,2,N,.152,N,Public,Public,95,24,06-10-2024,09-13-2024,1 per-week,1 per-week,1 per-year,1,17-JUL-2024 12:00AM,18-JUL-2024 12:00AM,,1,,,,
2024,MI,MI001304,Port Sanilac Village Park,SANILAC,Lake Huron,Still Water,Y,2,N,.019,N,Public,Public,95,24,06-10-2024,09-13-2024,1 per-week,1 per-week,1 per-year,1,02-JUL-2024 12:00AM,03-JUL-2024 12:00AM,,1,,,,
2024,MI,MI331336,Rogers Park-MDOT,SCHOOLCRAFT,Lake Michigan,Still Water,Y,1,N,.901,N,Public,Public,112,24,05-20-2024,09-09-2024,1 per-week,1 per-week,1 per-year,1,19-JUN-2024 12:00AM,20-JUN-2024 12:00AM,,1,,,,
2024,MI,MI000373,Chrysler Park Beach,ST. CLAIR,Inland,"Sound, Bay, or Inlet",Y,1,N,.106,N,Public,Public,98,24,05-27-2024,09-02-2024,2 per-week,1 per-week,1 per-year,1,11-JUL-2024 12:00AM,18-JUL-2024 12:00AM,,,,1,,
2024,MI,MI000409,Conger-Lighthouse Beach,ST. CLAIR,Lake Huron,Still Water,Y,1,N,.621,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-week,1 per-year,1,16-JUL-2024 12:00AM,18-JUL-2024 12:00AM,,,1,,,
2024,MI,MI819055,Fort Gratiot County Park,ST. CLAIR,Lake Huron,Still Water,Y,2,N,.038,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-week,1 per-year,1,17-JUL-2024 12:00AM,18-JUL-2024 12:00AM,,1,,,,
2024,MI,MI000408,Holland Road Beach,ST. CLAIR,Lake Huron,Still Water,Y,1,N,.062,N,Public,Public,98,24,05-27-2024,09-02-2024,2 per-week,1 per-week,1 per-year,2,30-MAY-2024 12:00AM,18-JUL-2024 12:00AM,,1,,1,,
2024,MI,MI001382,Keewadhin Road Beach,ST. CLAIR,Lake Huron,Still Water,Y,1,N,.124,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-week,1 per-year,2,29-MAY-2024 12:00AM,18-JUL-2024 12:00AM,,1,1,,,
2024,MI,MI000407,Lakeside Beach,ST. CLAIR,Lake Huron,Still Water,Y,1,N,.497,N,Public,Public,98,24,05-27-2024,09-02-2024,1 per-week,1 per-week,1 per-year,1,17-JUL-2024 12:00AM,18-JUL-2024 12:00AM,,1,,,,
2024,MI,MI000322,Belle Isle Beach,WAYNE,Inland,Still Water,Y,2,N,.186,N,Public,Public,152,24,05-01-2024,09-30-2024,3 per-month,1 per-week,1 per-year,1,15-JUL-2024 12:00AM,19-JUL-2024 12:00AM,,,,1,,
2024,MK,WA369836,"Dakwas Park Beach, Neah Bay",CLALLAM,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,.269,N,Public,Private,365,24,,,1 per-week,1 per-year,1 per-year,3,09-JAN-2024 12:00AM,31-DEC-2024 12:00AM,,,,1,1,1
2024,MK,WA283864,"Front Street Beach, East",CLALLAM,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,.588,N,Public,Private,365,24,,,1 per-week,1 per-year,1 per-year,3,09-JAN-2024 12:00AM,05-MAR-2024 12:00AM,,,,2,1,
2024,MK,WA515050,Hobuck Beach,CLALLAM,Pacific Ocean,Open Coast,Y,1,N,1.814,N,Public,Private,365,24,,,1 per-week,1 per-year,1 per-year,2,09-JAN-2024 12:00AM,12-AUG-2024 12:00AM,,,,,2,
2024,MK,WA878755,Sooes Beach,CLALLAM,Pacific Ocean,Open Coast,Y,1,N,2.854,N,Public,Private,365,24,,,1 per-week,1 per-year,1 per-year,1,09-JAN-2024 12:00AM,23-JAN-2024 12:00AM,,,,,1,
2024,MK,WA726026,"Third Beach, Neah Bay",CLALLAM,Pacific Ocean,"Sound, Bay, or Inlet",Y,1,N,.497,N,Public,Private,365,24,,,1 per-week,1 per-year,1 per-year,1,09-JAN-2024 12:00AM,23-JAN-2024 12:00AM,,,,,1,
2024,MN,MN344366,Grand Marais Downtown Beach,COOK,Lake Superior,Open Coast,Y,2,N,.59,N,Public,Public,91,16,05-29-2024,08-28-2024,1 per-week,1 per-year,1 per-year,2,04-JUN-2024 12:00AM,29-AUG-2024 12:00AM,,,1,,1,
2024,MN,MN271990,Pigeon River Beach,COOK,Lake Superior,"Sound, Bay, or Inlet",Y,3,N,.043,N,Private,Public,120,24,,,1 per-year,1 per-year,1 per-year,1,20-JUN-2024 12:00AM,26-JUN-2024 12:00AM,,,,1,,
2024,MN,MN407103,Agate Bay Beach,LAKE,Lake Superior,Open Coast,Y,2,N,.33,N,Public,Public,91,16,05-29-2024,08-28-2024,1 per-week,1 per-year,1 per-year,2,04-JUN-2024 12:00AM,15-JUL-2024 12:00AM,,,,2,,
2024,MN,MN603895,Burlington Bay Beach,LAKE,Lake Superior,Open Coast,Y,2,N,.57,N,Public,Public,91,16,05-29-2024,08-28-2024,1 per-week,1 per-year,1 per-year,1,31-JUL-2024 12:00AM,02-AUG-2024 12:00AM,,,1,,,
2024,MN,MN459713,Stewart River Beach,LAKE,Lake Superior,Open Coast,Y,2,N,.31,N,Public,Public,91,16,05-29-2024,08-28-2024,1 per-year,1 per-year,1 per-year,3,04-JUN-2024 12:00AM,18-JUL-2024 12:00AM,,,2,1,,
2024,MN,MN503625,Twin Points Public Access Beach,LAKE,Lake Superior,Open Coast,Y,2,N,.64,N,Public,Public,91,16,05-29-2024,08-28-2024,1 per-week,1 per-year,1 per-year,1,09-JUL-2024 12:00AM,11-JUL-2024 12:00AM,,,1,,,
2024,MN,MN918956,Brighton Beach,ST. LOUIS,Lake Superior,Open Coast,Y,1,N,.76,N,Public,Public,91,16,05-29-2024,08-28-2024,2 per-week,1 per-year,1 per-year,1,04-JUN-2024 12:00AM,05-JUN-2024 12:00AM,,1,,,,
2024,MN,MN201863,Clyde Avenue Boat Landing Beach,ST. LOUIS,Lake Superior,"Sound, Bay, or Inlet",Y,2,N,.09,N,Public,Public,91,16,05-29-2024,08-28-2024,1 per-week,1 per-year,1 per-year,1,03-JUL-2024 12:00AM,09-JUL-2024 12:00AM,,,,1,,
2024,MN,MN372694,French River Beach,ST. LOUIS,Lake Superior,Open Coast,Y,2,N,.32,N,Public,Public,91,16,05-29-2024,08-28-2024,1 per-week,1 per-year,1 per-year,1,21-JUN-2024 12:00AM,25-JUN-2024 12:00AM,,,,1,,
2024,MN,MN114134,Lakewalk Beach,ST. LOUIS,Lake Superior,Open Coast,Y,1,N,1.09,N,Public,Public,91,16,05-29-2024,08-28-2024,2 per-week,1 per-year,1 per-year,3,03-JUL-2024 12:00AM,30-AUG-2024 12:00AM,,2,1,,,
2024,MN,MN452693,Lakewalk East / 16th Avenue East Beach,ST. LOUIS,Lake Superior,Open Coast,Y,2,N,.67,N,Public,Public,91,16,05-29-2024,08-28-2024,1 per-week,1 per-year,1 per-year,2,25-JUL-2024 12:00AM,06-AUG-2024 12:00AM,,,,,1,
